"Data Import Template"
"Table:","Customer"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Customer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~","Allowed To Transact With","companies","","","~","Customer Credit Limit","credit_limits","","","","","~","Party Account","accounts","","","","","~","Sales Team","sales_team","","","","","","","~","Portal User","portal_users","",""
"Column Labels:","ID","Customer Name","Customer Type","Created On","Created By","Salutation","Customer Group","Territory","Gender","From Lead","From Opportunity","From Prospect","Account Manager","Billing Currency","Default Company Bank Account","Default Price List","Is Internal Customer","Represents Company","Market Segment","Industry","Customer POS id","Website","Print Language","Customer Details","Customer Primary Address","Primary Address","Customer Primary Contact","Mobile No","Email Id","Tax ID","Tax Category","Tax Withholding Category","Default Payment Terms Template","Loyalty Program","Loyalty Program Tier","Sales Partner","Commission Rate","Allow Sales Invoice Creation Without Sales Order","Allow Sales Invoice Creation Without Delivery Note","Is Frozen","Disabled","","ID","Company","Created On","Created By","","ID","Created On","Created By","Company","Credit Limit","Bypass Credit Limit Check at Sales Order","","ID","Company","Created On","Created By","Default Account","Advance Account","","ID","Sales Person","Created On","Created By","Contribution (%)","Contribution to Net Total","Commission Rate","Incentives","","ID","User","Created On","Created By"
"","""Bishan dima medium clinic""","Bishan dima medium clinic","Company","2024-06-28 12:28:04.623147","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Bishan Gari Purification Industries Plc""","Bishan Gari Purification Industries Plc","Company","2024-06-28 12:28:00.696495","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Bless Agri Food Laboratory""","Bless Agri Food Laboratory","Company","2024-06-28 12:28:00.408940","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Bole Medhanialem Pharmacy""","Bole Medhanialem Pharmacy","Company","2024-06-28 12:28:01.154866","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""BSF Pharma pharmaceuticals w/s PLC""","BSF Pharma pharmaceuticals w/s PLC","Company","2024-06-28 12:28:04.471519","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""BTD Educational Acadamy S.c""","BTD Educational Acadamy S.c","Company","2024-06-28 12:28:04.239405","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""BYS Tradin Plc""","BYS Tradin Plc","Company","2024-06-28 12:28:00.613400","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Cash""","Cash","Company","2024-06-28 12:28:14.308828","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Celta Chem Lab Trading plc""","Celta Chem Lab Trading plc","Company","2024-06-28 12:28:13.039324","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Chanyalew Zewdie""","Chanyalew Zewdie","Company","2024-06-28 12:28:00.234564","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Chemoscientific Chemical Trading""","Chemoscientific Chemical Trading","Company","2024-06-28 12:28:05.358445","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""CMC Medical Pharmacy""","CMC Medical Pharmacy","Company","2024-06-28 12:28:04.185937","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Cosmar East Africa Business S.C""","Cosmar East Africa Business S.C","Company","2024-06-28 12:28:01.554053","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Cure Hospital""","Cure Hospital","Company","2024-06-28 12:28:07.037908","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""DA Import""","DA Import","Company","2024-06-28 12:28:00.870165","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Dalga Pharmacy""","Dalga Pharmacy","Company","2024-06-28 12:28:01.726881","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Dallul Pharmaceuticals Plc""","Dallul Pharmaceuticals Plc","Company","2024-06-28 12:28:07.784190","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Damen Tech Trading""","Damen Tech Trading","Company","2024-06-28 12:28:11.493799","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Dashen Breweries S.C""","Dashen Breweries S.C","Company","2024-06-28 12:28:11.660071","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Date Trading PLC""","Date Trading PLC","Company","2024-06-28 12:28:10.433450","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Daynamic Lab Trading plc""","Daynamic Lab Trading plc","Company","2024-06-28 12:28:12.908001","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Debo Yerdata Mahiber""","Debo Yerdata Mahiber","Company","2024-06-28 12:28:06.564783","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Debre Birhan Teachers Education College""","Debre Birhan Teachers Education College","Company","2024-06-28 12:28:00.445410","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Defense Constraction enterprise""","Defense Constraction enterprise","Company","2024-06-28 12:28:04.308186","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Dembi Dollo University""","Dembi Dollo University","Company","2024-06-28 12:28:09.984566","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Dibabe Pharmaceuticals Wholesale""","Dibabe Pharmaceuticals Wholesale","Company","2024-06-28 12:28:06.174928","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Doba Industrial Trading PLC""","Doba Industrial Trading PLC","Company","2024-06-28 12:28:09.844248","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Doctor Camilla Pediatric Clinic""","Doctor Camilla Pediatric Clinic","Company","2024-06-28 12:28:02.479422","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""DQS Mnagement Services""","DQS Mnagement Services","Company","2024-06-28 12:28:06.520646","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Dr fana Pharmacy""","Dr fana Pharmacy","Company","2024-06-28 12:28:12.392970","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""DR FEYSEL MEDIUM CLINIC""","DR FEYSEL MEDIUM CLINIC","Company","2024-06-28 12:27:59.064961","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Droga Pharma""","Droga Pharma","Company","2024-06-28 12:28:12.208221","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""East Africa Bottling S.C""","East Africa Bottling S.C","Company","2024-06-28 12:28:02.953758","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ECDSWC""","ECDSWC","Company","2024-06-28 12:28:08.904455","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Edulab Trading Plc""","Edulab Trading Plc","Company","2024-06-28 12:28:00.662801","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""EL Pharma""","EL Pharma","Company","2024-06-28 12:28:12.172339","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Elay Trading Plc""","Elay Trading Plc","Company","2024-06-28 12:28:03.210964","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Elda Industrial PLC""","Elda Industrial PLC","Company","2024-06-28 12:28:09.758877","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Eliana Hotel""","Eliana Hotel","Company","2024-06-28 12:28:06.428406","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Elshaday Pharmacy""","Elshaday Pharmacy","Company","2024-06-28 12:28:07.853187","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Emebet Nigussie HMMS Wholesale""","Emebet Nigussie HMMS Wholesale","Company","2024-06-28 12:28:00.013644","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Endaselase Pharmacy""","Endaselase Pharmacy","Company","2024-06-28 12:28:13.328447","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""EPHI""","EPHI","Company","2024-06-28 12:28:03.130970","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ermias Advertising & Printing""","Ermias Advertising & Printing","Company","2024-06-28 12:28:09.114489","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ethio Korea Model Primary School""","Ethio Korea Model Primary School","Company","2024-06-28 12:28:00.329529","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ethio Mand M Import and Export""","Ethio Mand M Import and Export","Company","2024-06-28 12:28:09.358661","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ethio Sudan Tebib""","Ethio Sudan Tebib","Company","2024-06-28 12:28:09.571012","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ethiopian Institute of Agri Research""","Ethiopian Institute of Agri Research","Company","2024-06-28 12:28:03.584924","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ethiopian Skin Beauty""","Ethiopian Skin Beauty","Company","2024-06-28 12:27:59.880066","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ETwisdom import and export plc""","ETwisdom import and export plc","Company","2024-06-28 12:28:13.607480","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Evershine Import""","Evershine Import","Company","2024-06-28 12:28:06.152776","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Excel commerce plc""","Excel commerce plc","Company","2024-06-28 12:28:04.909547","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Eyob Alemayehu Wholesale""","Eyob Alemayehu Wholesale","Company","2024-06-28 12:28:05.769165","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Eyoel Lema""","Eyoel Lema","Company","2024-06-28 12:28:13.894526","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Eyu Pharmacetical""","Eyu Pharmacetical","Company","2024-06-28 12:28:01.065249","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fabilous Printing and Advertising""","Fabilous Printing and Advertising","Company","2024-06-28 12:28:12.862622","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Facilitator For Change""","Facilitator For Change","Company","2024-06-28 12:28:09.717783","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fahredin Basha""","Fahredin Basha","Company","2024-06-28 12:28:05.730957","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Family Lab Trading PLC""","Family Lab Trading PLC","Company","2024-06-28 12:28:11.102570","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fantachem Trading""","Fantachem Trading","Company","2024-06-28 12:28:13.773207","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fethi Jemal""","Fethi Jemal","Company","2024-06-28 12:28:07.101578","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fikremariam Melaku""","Fikremariam Melaku","Company","2024-06-28 12:28:05.897786","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fine Chemical General Trading Plc""","Fine Chemical General Trading Plc","Company","2024-06-28 12:28:07.754064","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Firmament Trading Plc""","Firmament Trading Plc","Company","2024-06-28 12:28:08.077426","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fitsum Tesfaye""","Fitsum Tesfaye","Company","2024-06-28 12:28:10.761244","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fleming Pharma Trading""","Fleming Pharma Trading","Company","2024-06-28 12:28:02.225855","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""FMD Chemical Manufacturing""","FMD Chemical Manufacturing","Company","2024-06-28 12:27:59.408290","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Follium Trading Plc""","Follium Trading Plc","Company","2024-06-28 12:28:07.149729","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""FOMBEL TRADING PLC""","FOMBEL TRADING PLC","Company","2024-06-28 12:28:05.191355","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Fresh on door trading PLC""","Fresh on door trading PLC","Company","2024-06-28 12:28:03.852752","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""FRONT LAB TRADING PLC""","FRONT LAB TRADING PLC","Company","2024-06-28 12:28:13.075483","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""G-Global Gas & Chemical Plc""","G-Global Gas & Chemical Plc","Company","2024-06-28 12:27:59.786562","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Gafat Armament Enginering Industry""","Gafat Armament Enginering Industry","Company","2024-06-28 12:28:12.743553","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Gafat Chem Trading""","Gafat Chem Trading","Company","2024-06-28 12:28:12.251015","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Galenic Pharmacy""","Galenic Pharmacy","Company","2024-06-28 12:28:01.362800","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Gele'ad Pharmacy""","Gele'ad Pharmacy","Company","2024-06-28 12:28:01.523763","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Gelead Manufacture""","Gelead Manufacture","Company","2024-06-28 12:28:11.575327","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Genet Abate""","Genet Abate","Company","2024-06-28 12:28:03.655011","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Genetic Trading Plc""","Genetic Trading Plc","Company","2024-06-28 12:28:05.971886","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ghion Chemicals One Member plc""","Ghion Chemicals One Member plc","Company","2024-06-28 12:28:12.514662","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""GIDOLE PRISON INSTITUTE""","GIDOLE PRISON INSTITUTE","Company","2024-06-28 12:28:08.785765","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Gizewa Pharmacy""","Gizewa Pharmacy","Company","2024-06-28 12:28:02.895479","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Goggle Trading Plc""","Goggle Trading Plc","Company","2024-06-28 12:28:01.090919","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""GOH Pharmacy""","GOH Pharmacy","Company","2024-06-28 12:28:01.252265","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Golis Commercial Center""","Golis Commercial Center","Company","2024-06-28 12:28:14.235730","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Gonder University""","Gonder University","Company","2024-06-28 12:28:03.687996","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Green Pharmaceuticals""","Green Pharmaceuticals","Company","2024-06-28 12:28:02.276047","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Guardian Wholesale""","Guardian Wholesale","Company","2024-06-28 12:28:12.073990","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Gurdusholla Pharmacy""","Gurdusholla Pharmacy","Company","2024-06-28 12:28:11.623895","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Habesha Beauty""","Habesha Beauty","Company","2024-06-28 12:28:08.281570","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Habesha BEauty Manufacturing Plc""","Habesha BEauty Manufacturing Plc","Company","2024-06-28 12:28:08.039827","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
